epoch,train loss,train accuracy,test loss,test accuracy
0,0.7105157390425477,49.11392405063291,0.6974705004692078,51.0
1,0.7009418508674525,50.379746835443036,0.7106406903266906,50.0
2,0.6954531917089148,52.40506329113924,0.69198921084404,49.0
3,0.6872920572003232,55.69620253164557,0.6852589213848114,56.0
4,0.6816881203953223,55.949367088607595,0.6663552033901214,55.0
5,0.6733702701858327,54.177215189873415,0.6881877595186233,54.0
6,0.6714270069629331,54.177215189873415,0.6579972743988037,61.0
7,0.6582760892289726,58.48101265822785,0.6505393368005753,62.0
8,0.6484833423849903,62.278481012658226,0.6589394411444665,57.0
9,0.6332689475786837,60.25316455696203,0.5747538676857948,71.0
10,0.6007898758861083,64.30379746835443,0.5753999239206314,65.0
11,0.6043474593117267,63.037974683544306,0.5922450166940689,60.0
12,0.5790531930289691,69.11392405063292,0.6032177937030793,68.0
13,0.5573102373488342,72.15189873417721,0.498412319868803,77.0
14,0.4714044497030068,73.92405063291139,0.5594466860964894,77.0
15,0.4808534359724461,76.9620253164557,0.45517019714228807,82.0
16,0.4588161182554462,78.48101265822785,0.403535456226673,81.0
17,0.3998069054152392,81.51898734177215,0.3610747719486244,84.0
18,0.35190743071887687,83.0379746835443,0.3631401433004066,82.0
19,0.3172419826724383,84.55696202531645,0.3114037845104758,86.0
20,0.3519325835170531,85.0632911392405,0.3878479015477933,78.0
21,0.29530970927215877,88.60759493670886,0.25333482311558325,91.0
22,0.2760979861548595,88.10126582278481,0.3754117149859667,87.0
23,0.2519177793239279,88.86075949367088,0.20034734583823594,94.0
24,0.18978843105908283,90.37974683544304,0.24795762989921058,87.0
0,0.15335954522389456,93.92405063291139,0.41453375863813563,85.0
1,0.19677872238694996,92.15189873417721,0.24027395385783165,93.0
2,0.18726327940502,92.15189873417721,0.3985357354604639,82.0
3,0.2256157428566278,91.39240506329114,0.1478050941374386,96.0
4,0.14838464168376073,94.68354430379746,0.7811654714351949,89.0
5,0.13933339433870867,93.67088607594937,0.16969940374197903,96.0
6,0.09955069183488204,94.9367088607595,0.14271094926591218,93.0
7,0.1946682758491662,92.40506329113924,0.20236995074956213,92.0
8,0.13825738088901043,93.41772151898734,0.20924217978646426,90.0
9,0.09009780945692136,95.9493670886076,0.09931331739804591,95.0
10,0.14019360789016452,95.44303797468355,0.19300915596719279,94.0
11,0.15199485404697918,92.9113924050633,0.40324720656950375,88.0
12,0.10753198274836936,94.17721518987342,0.1302698195363564,97.0
13,0.1482174304316472,93.67088607594937,0.18487330547069178,92.0
14,0.09847227755583433,95.69620253164557,0.1379620966635416,95.0
15,0.06056167624957619,96.70886075949367,0.08112885573280608,96.0
16,0.08684349738290494,95.9493670886076,0.09707842757361959,97.0
17,0.07631048721721514,96.70886075949367,0.1333586865763982,93.0
18,0.0645617845448565,96.9620253164557,0.08088896724432772,96.0
19,0.21349090663067818,94.17721518987342,0.23088471337251348,92.0
20,0.18556149030066377,92.9113924050633,0.20405908969696612,92.0
21,0.11122604546040547,95.9493670886076,0.10818834718166868,95.0
22,0.05613152673202161,97.72151898734177,0.11187505347925253,93.0
23,0.04491194925312275,97.72151898734177,0.09105336504987804,96.0
24,0.051451169017292964,97.72151898734177,0.10670051781111482,93.0